id,topic
450,8
451,17
452,44
453,189
454,0
455,6
456,71
457,1
458,60
459,0
460,10
461,26
462,42
463,31
464,22
465,1
466,4
467,11
468,4
469,285
470,1
471,14
472,13
473,54
474,0
475,223
476,0
477,63
478,127
479,0
480,246
481,2
482,48
483,41
484,36
485,3
486,3
487,2
488,231
489,45
490,2
491,6
492,6
493,193
494,6
495,0
496,3
497,115
498,12
499,0
500,0
501,3
502,5
503,56
504,81
505,30
506,161
507,28
508,9
509,0
510,24
511,6
512,7
513,2
514,0
515,16
516,2
517,3
518,0
519,4
520,37
521,8
522,1
523,9
524,0
525,81
526,19
527,28
528,1
529,73
530,0
531,4
532,7
533,13
534,13
535,10
536,4
537,35
538,98
539,52
540,19
541,0
542,2
543,198
544,19
545,7
546,105
547,264
548,0
549,3
550,0
551,250
552,30
553,91
554,17
555,9
556,1
557,25
558,6
559,19
560,49
561,126
562,2
563,87
564,0
565,16
566,33
567,0
568,5
569,92
570,1
571,0
572,8
573,1
574,2
575,4
576,56
577,0
578,261
579,5
580,0
581,6
582,19
583,23
584,30
585,40
586,44
587,1
588,4
589,0
590,15
591,21
592,0
593,57
594,0
595,1
596,135
597,165
598,208
599,119
600,215
601,0
602,0
603,4
604,226
605,35
606,28
607,28
608,3
609,4
610,280
611,10
612,1
613,13
614,288
615,291
616,80
617,9
618,34
619,59
620,149
621,5
622,69
623,33
624,191
625,35
626,12
627,52
628,100
629,52
630,145
631,136
632,20
633,74
634,0
635,50
636,224
637,0
638,1
639,11
640,40
641,1
642,206
643,139
644,0
645,156
646,33
647,125
648,0
649,79
650,11
651,1
652,42
653,8
654,110
655,7
656,2
657,6
658,207
659,86
660,166
661,78
662,94
663,0
664,5
665,157
666,88
667,1
668,1
669,0
670,7
671,50
672,3
673,0
674,0
675,19
676,5
677,14
678,0
679,0
680,0
681,30
682,50
683,6
684,173
685,16
686,69
687,38
688,268
689,95
690,3
691,6
692,4
693,0
694,0
695,4
696,136
697,11
698,51
699,4
700,18
701,27
702,24
703,181
704,0
705,0
706,54
707,13
708,106
709,159
710,0
711,68
712,27
713,3
714,0
715,0
716,148
717,2
718,76
719,9
720,0
721,7
722,55
723,2
724,8
725,0
726,1
727,130
728,144
729,17
730,103
731,35
732,0
733,23
734,0
735,95
736,0
737,2
738,0
739,28
740,20
741,42
742,165
743,170
744,9
745,83
746,3
747,12
748,3
749,1
750,61
751,122
752,0
753,166
754,14
755,62
756,1
757,0
758,0
759,13
760,5
761,55
762,8
763,31
764,71
765,0
766,15
767,46
768,2
769,4
770,47
771,2
772,0
773,2
774,7
775,1
776,5
777,11
778,0
779,38
780,25
781,43
782,117
783,0
784,0
785,4
786,60
787,90
788,156
789,0
790,193
791,275
792,45
793,3
794,69
795,35
796,5
797,3
798,0
799,51
800,3
801,59
802,1
803,0
804,66
805,1
806,1
807,113
808,0
809,15
810,0
811,2
812,11
813,23
814,5
815,21
816,280
817,183
818,81
819,13
820,8
821,0
822,58
823,5
824,289
825,22
826,0
827,5
828,102
829,187
830,7
831,89
832,3
833,18
834,4
835,58
836,6
837,134
838,74
839,1
840,0
841,0
842,1
843,60
844,0
845,66
846,1
847,6
848,141
849,164
850,0
851,34
852,0
853,17
854,70
855,171
856,27
857,177
858,25
859,9
860,118
861,1
862,19
863,2
864,235
865,0
866,90
867,284
868,57
869,0
870,75
871,1
872,82
873,3
874,1
875,248
876,21
877,9
878,18
879,3
880,6
881,2
882,65
883,13
884,76
885,7
886,19
887,0
888,0
889,11
890,56
891,18
892,250
893,25
894,0
895,17
896,71
897,51
898,133
899,4
900,12
901,136
902,6
903,90
904,224
905,83
906,142
907,0
908,1
909,13
910,67
911,7
912,0
913,0
914,9
915,0
916,146
917,2
918,7
919,7
920,14
921,0
922,64
923,259
924,1
925,0
926,11
927,234
928,25
929,154
930,11
931,13
932,9
933,50
934,1
935,70
936,0
937,220
938,4
939,15
940,50
941,4
942,150
943,109
944,243
945,90
946,0
947,0
948,3
949,254
950,11
951,8
952,87
953,57
954,188
955,123
956,0
957,61
958,42
959,3
960,0
961,0
962,266
963,9
964,6
965,1
966,9
967,1
968,2
969,227
970,13
971,0
972,74
973,37
974,0
975,21
976,17
977,8
978,278
979,28
980,0
981,15
982,192
983,145
984,25
985,295
986,0
987,128
988,132
989,0
990,0
991,0
992,4
993,10
994,0
995,16
996,1
997,0
998,80
999,7
1000,24
1001,2
1002,0
1003,0
1004,234
1005,68
1006,2
1007,0
1008,172
1009,1
1010,0
1011,3
1012,284
1013,11
1014,2
1015,5
1016,4
1017,71
1018,16
1019,29
1020,10
1021,23
1022,1
1023,35
1024,114
1025,1
1026,195
1027,26
1028,59
1029,5
1030,42
1031,1
1032,0
1033,7
1034,10
1035,4
1036,12
1037,0
1038,134
1039,2
1040,3
1041,0
1042,199
1043,75
1044,0
1045,7
1046,0
1047,9
1048,18
1049,0
1050,16
1051,4
1052,48
1053,0
1054,96
1055,39
1056,57
1057,43
1058,1
1059,185
1060,37
1061,199
1062,7
1063,101
1064,2
1065,47
1066,123
1067,4
1068,4
1069,10
1070,0
1071,7
1072,1
1073,3
1074,0
1075,6
1076,1
1077,7
1078,8
1079,15
1080,0
1081,0
1082,193
1083,1
1084,8
1085,30
1086,24
1087,10
1088,7
1089,9
1090,0
1091,33
1092,1
1093,30
1094,10
1095,6
1096,29
1097,79
1098,111
1099,0
1100,15
1101,255
1102,2
1103,159
1104,0
1105,1
1106,72
1107,1
1108,14
1109,0
1110,7
1111,0
1112,45
1113,0
1114,13
1115,174
1116,141
1117,292
1118,1
1119,45
1120,7
1121,2
1122,3
1123,14
1124,0
1125,6
1126,6
1127,2
1128,75
1129,23
1130,1
1131,1
1132,1
1133,8
1134,2
1135,20
1136,0
1137,28
1138,50
1139,2
1140,9
1141,4
1142,1
1143,4
1144,141
1145,48
1146,260
1147,124
1148,0
1149,8
1150,194
1151,279
1152,7
1153,2
1154,44
1155,29
1156,55
1157,5
1158,63
1159,0
1160,3
1161,134
1162,37
1163,77
1164,3
1165,4
1166,246
1167,228
1168,11
1169,2
1170,70
1171,25
1172,149
1173,1
1174,2
1175,9
1176,4
1177,5
1178,4
1179,45
1180,2
1181,234
1182,2
1183,0
1184,11
1185,25
1186,189
1187,26
1188,16
1189,32
1190,43
1191,8
1192,61
1193,34
1194,0
1195,29
1196,16
1197,0
1198,20
1199,154
1200,18
1201,6
1202,84
1203,4
1204,18
1205,112
1206,5
1207,41
1208,10
1209,0
1210,0
1211,183
1212,173
1213,1
1214,150
1215,7
1216,128
1217,6
1218,158
1219,9
1220,1
1221,4
1222,0
1223,11
1224,5
1225,2
1226,176
1227,0
1228,1
1229,18
1230,1
1231,21
1232,2
1233,65
1234,4
1235,1
1236,26
1237,0
1238,68
1239,298
1240,2
1241,193
1242,18
1243,65
1244,0
1245,26
1246,4
1247,1
1248,25
1249,3
1250,67
1251,43
1252,39
1253,3
1254,8
1255,4
1256,22
1257,50
1258,1
1259,4
1260,3
1261,125
1262,0
1263,31
1264,32
1265,29
1266,0
1267,0
1268,121
1269,1
1270,159
1271,170
1272,85
1273,5
1274,89
1275,0
1276,7
1277,0
1278,2
1279,17
1280,2
1281,1
1282,18
1283,0
1284,24
1285,14
1286,214
1287,49
1288,9
1289,3
1290,174
1291,249
1292,56
1293,6
1294,8
1295,212
1296,2
1297,2
1298,4
1299,0
1300,108
1301,7
1302,5
1303,239
1304,39
1305,18
1306,26
1307,0
1308,3
1309,103
1310,246
1311,28
1312,134
1313,5
1314,287
1315,0
1316,19
1317,258
1318,217
1319,2
1320,78
1321,2
1322,5
1323,274
1324,0
1325,7
1326,0
1327,3
1328,21
1329,48
1330,9
1331,20
1332,63
1333,2
1334,74
1335,96
1336,201
1337,83
1338,7
1339,44
1340,1
1341,46
1342,16
1343,24
1344,16
1345,2
1346,2
1347,34
1348,0
1349,0
1350,1
1351,14
1352,12
1353,17
1354,0
1355,9
1356,4
1357,1
1358,84
1359,22
1360,1
1361,162
1362,55
1363,2
1364,129
1365,70
1366,225
1367,0
1368,12
1369,0
1370,1
1371,62
1372,0
1373,6
1374,17
1375,0
1376,70
1377,10
1378,1
1379,27
1380,131
1381,142
1382,2
1383,0
1384,4
1385,144
1386,0
1387,2
1388,53
1389,0
1390,41
1391,1
1392,284
1393,9
1394,219
1395,5
1396,1
1397,3
1398,8
1399,33
1400,16
1401,54
1402,79
1403,9
1404,202
1405,5
1406,293
1407,0
1408,240
1409,12
1410,7
1411,20
1412,0
1413,9
1414,0
1415,4
1416,260
1417,119
1418,89
1419,4
1420,7
1421,25
1422,0
1423,1
1424,13
1425,103
1426,5
1427,0
1428,23
1429,6
1430,0
1431,9
1432,33
1433,24
1434,29
1435,10
1436,154
1437,0
1438,3
1439,2
1440,4
1441,0
1442,16
1443,2
1444,11
1445,18
1446,0
1447,67
1448,0
1449,31
1450,57
1451,0
1452,8
1453,168
1454,1
1455,10
1456,25
1457,8
1458,52
1459,1
1460,130
1461,7
1462,10
1463,37
1464,0
1465,145
1466,142
1467,14
1468,15
1469,138
1470,46
1471,10
1472,34
1473,69
1474,0
1475,6
1476,1
1477,272
1478,245
1479,10
1480,2
1481,0
1482,1
1483,3
1484,3
1485,42
1486,11
1487,35
1488,298
1489,9
1490,33
1491,2
1492,81
1493,0
1494,30
1495,290
1496,24
1497,5
1498,5
1499,2
1500,115
1501,1
1502,0
1503,105
1504,143
1505,10
1506,34
1507,2
1508,0
1509,137
1510,12
1511,108
1512,4
1513,2
1514,14
1515,112
1516,205
1517,195
1518,60
1519,1
1520,31
1521,242
1522,11
1523,11
1524,132
1525,17
1526,2
1527,22
1528,16
1529,5
1530,42
1531,211
1532,31
1533,0
1534,1
1535,0
1536,9
1537,0
1538,2
1539,3
1540,17
1541,161
1542,21
1543,5
1544,0
1545,282
1546,157
1547,8
1548,50
1549,7
1550,267
1551,0
1552,16
1553,4
1554,31
1555,14
1556,0
1557,1
1558,2
1559,1
1560,17
1561,2
1562,0
1563,0
1564,288
1565,1
1566,2
1567,11
1568,268
1569,3
1570,3
1571,81
1572,11
1573,27
1574,33
1575,0
1576,2
1577,8
1578,1
1579,195
1580,175
1581,1
1582,44
1583,9
1584,1
1585,103
1586,5
1587,53
1588,8
1589,189
1590,1
1591,20
1592,221
1593,4
1594,1
1595,1
1596,96
1597,254
1598,0
1599,7
1600,13
1601,1
1602,23
1603,2
1604,5
1605,0
1606,133
1607,38
1608,124
1609,1
1610,0
1611,1
1612,0
1613,249
1614,78
1615,38
1616,15
1617,3
1618,0
1619,27
1620,203
1621,240
1622,2
1623,0
1624,6
1625,2
1626,1
1627,151
1628,6
1629,0
1630,3
1631,43
1632,20
1633,8
1634,14
1635,2
1636,1
1637,3
1638,10
1639,0
1640,0
1641,48
1642,39
1643,46
1644,17
1645,6
1646,0
1647,1
1648,136
1649,9
1650,50
1651,0
1652,145
1653,26
1654,6
1655,206
1656,2
1657,70
1658,224
1659,0
1660,37
1661,15
1662,4
1663,2
1664,1
1665,49
1666,1
1667,78
1668,17
1669,50
1670,2
1671,11
1672,12
1673,31
1674,119
1675,1
1676,4
1677,13
1678,5
1679,10
1680,87
1681,0
1682,5
1683,80
1684,2
1685,9
1686,86
1687,7
1688,206
1689,34
1690,175
1691,5
1692,208
1693,6
1694,22
1695,2
1696,0
1697,13
1698,145
1699,2
1700,10
1701,14
1702,4
1703,149
1704,172
1705,118
1706,5
1707,0
1708,67
1709,42
1710,7
1711,77
1712,152
1713,3
1714,2
1715,7
1716,0
1717,6
1718,3
1719,271
1720,38
1721,281
1722,5
1723,75
1724,82
1725,0
1726,0
1727,116
1728,284
1729,0
1730,0
1731,9
1732,0
1733,4
1734,170
1735,3
1736,3
1737,272
1738,155
1739,20
1740,42
1741,4
1742,4
1743,19
1744,56
1745,98
1746,14
1747,5
1748,0
1749,0
1750,15
1751,79
1752,18
1753,0
1754,0
1755,116
1756,28
1757,138
1758,0
1759,29
1760,36
1761,35
1762,1
1763,5
1764,16
1765,2
1766,13
1767,0
1768,0
1769,54
1770,59
1771,70
1772,7
1773,125
1774,36
1775,1
1776,10
1777,1
1778,64
1779,45
1780,138
1781,15
1782,41
1783,0
1784,1
1785,4
1786,270
1787,120
1788,2
1789,19
1790,60
1791,5
1792,1
1793,2
1794,0
1795,16
1796,0
1797,51
1798,72
1799,1
1800,69
1801,0
1802,39
1803,17
1804,32
1805,2
1806,0
1807,2
1808,1
1809,133
1810,3
1811,15
1812,233
1813,194
1814,2
1815,2
1816,0
1817,6
1818,117
1819,0
1820,5
1821,23
1822,11
1823,102
1824,70
1825,8
1826,2
1827,1
1828,0
1829,57
1830,22
1831,34
1832,87
1833,11
1834,0
1835,20
1836,11
1837,1
1838,3
1839,82
1840,1
1841,4
1842,39
1843,12
1844,17
1845,82
1846,2
1847,9
1848,262
1849,9
1850,0
1851,0
1852,58
1853,7
1854,3
1855,4
1856,18
1857,44
1858,0
1859,0
1860,5
1861,0
1862,37
1863,174
1864,2
1865,42
1866,44
1867,170
1868,33
1869,157
1870,140
1871,116
1872,0
1873,39
1874,132
1875,62
1876,7
1877,270
1878,67
1879,125
1880,136
1881,0
1882,4
1883,2
1884,1
1885,3
1886,32
1887,230
1888,157
1889,0
1890,9
1891,23
1892,20
1893,13
1894,65
1895,158
1896,131
1897,0
1898,12
1899,26
1900,198
1901,156
1902,39
1903,2
1904,10
1905,1
1906,2
1907,1
1908,5
1909,1
1910,43
1911,1
1912,4
1913,3
1914,0
1915,217
1916,0
1917,6
1918,0
1919,34
1920,21
1921,65
1922,55
1923,58
1924,14
1925,0
1926,15
1927,4
1928,154
1929,0
1930,135
1931,9
1932,62
1933,14
1934,0
1935,0
1936,210
1937,35
1938,0
1939,0
1940,31
1941,13
1942,2
1943,96
1944,4
1945,0
1946,14
1947,20
1948,22
1949,0
1950,154
1951,3
1952,0
1953,11
1954,5
1955,2
1956,2
1957,1
1958,190
1959,49
1960,99
1961,255
1962,10
1963,168
1964,40
1965,4
1966,1
1967,70
1968,0
1969,240
1970,52
1971,63
1972,0
1973,24
1974,23
1975,7
1976,2
1977,5
1978,1
1979,58
1980,16
1981,17
1982,6
1983,5
1984,32
1985,0
1986,116
1987,2
1988,21
1989,1
1990,222
1991,1
1992,57
1993,3
1994,0
1995,0
1996,92
1997,6
1998,0
1999,0
2000,0
2001,109
2002,4
2003,43
2004,3
2005,2
2006,123
2007,271
2008,41
2009,3
2010,19
2011,0
2012,2
2013,1
2014,116
2015,105
2016,3
2017,11
2018,0
2019,0
2020,2
2021,0
2022,197
2023,21
2024,99
2025,4
2026,27
2027,17
2028,167
2029,0
2030,12
2031,0
2032,200
2033,175
2034,7
2035,0
2036,3
2037,228
2038,0
2039,3
2040,230
2041,0
2042,2
2043,0
2044,186
2045,2
2046,0
2047,3
2048,10
2049,177
2050,0
2051,17
2052,1
2053,13
2054,4
2055,93
2056,0
2057,19
2058,2
2059,1
2060,27
2061,279
2062,1
2063,169
2064,23
2065,33
2066,46
2067,141
2068,3
2069,75
2070,26
2071,2
2072,10
2073,1
2074,172
2075,74
2076,0
2077,13
2078,208
2079,91
2080,39
2081,176
2082,60
2083,33
2084,29
2085,209
2086,0
2087,260
2088,206
2089,34
2090,0
2091,0
2092,8
2093,14
2094,4
2095,7
2096,1
2097,25
2098,241
2099,10
2100,5
2101,0
2102,23
2103,10
2104,0
2105,4
2106,1
2107,0
2108,14
2109,0
2110,13
2111,5
2112,1
2113,3
2114,67
2115,16
2116,3
2117,91
2118,4
2119,84
2120,2
2121,3
2122,4
2123,110
2124,2
2125,34
2126,110
2127,1
2128,20
2129,45
2130,36
2131,22
2132,70
2133,30
2134,0
2135,15
2136,9
2137,48
2138,0
2139,3
2140,19
2141,142
2142,82
2143,0
2144,0
2145,1
2146,0
2147,156
2148,197
2149,0
2150,7
2151,14
2152,0
2153,98
2154,1
2155,1
2156,39
2157,61
2158,1
2159,6
2160,89
2161,2
2162,1
2163,4
2164,19
2165,0
2166,12
2167,83
2168,8
2169,1
2170,19
2171,11
2172,21
2173,13
2174,58
2175,9
2176,1
2177,3
2178,131
2179,167
2180,1
2181,260
2182,0
2183,0
2184,22
2185,36
2186,8
2187,50
2188,279
2189,5
2190,86
2191,16
2192,5
2193,23
2194,134
2195,9
2196,44
2197,18
2198,8
2199,21
2200,39
2201,169
2202,11
2203,74
2204,7
2205,30
2206,6
2207,0
2208,191
2209,135
2210,171
2211,0
2212,65
2213,6
2214,0
2215,61
2216,1
2217,10
2218,0
2219,115
2220,2
2221,23
2222,0
2223,99
2224,27
2225,33
2226,0
2227,4
2228,75
2229,13
2230,28
2231,4
2232,116
2233,3
2234,9
2235,8
2236,3
2237,98
2238,4
2239,0
2240,1
2241,1
2242,97
2243,6
2244,0
2245,1
2246,236
2247,291
2248,5
2249,1
2250,27
2251,248
2252,77
2253,0
2254,10
2255,2
2256,25
2257,0
2258,24
2259,2
2260,34
2261,28
2262,12
2263,22
2264,19
2265,6
2266,7
2267,248
2268,14
2269,15
2270,6
2271,163
2272,2
2273,253
2274,15
2275,0
2276,28
2277,0
2278,19
2279,8
2280,0
2281,7
2282,77
2283,0
2284,0
2285,64
2286,127
2287,0
2288,2
2289,28
2290,182
2291,23
2292,188
2293,0
2294,150
2295,60
2296,1
2297,192
2298,7
2299,12
2300,70
2301,13
2302,225
2303,0
2304,10
2305,13
2306,2
2307,3
2308,13
2309,2
2310,38
2311,149
2312,28
2313,1
2314,6
2315,5
2316,121
2317,1
2318,19
2319,45
2320,4
2321,3
2322,4
2323,0
2324,0
2325,1
2326,6
2327,79
2328,2
2329,296
2330,247
2331,11
2332,30
2333,10
2334,2
2335,99
2336,65
2337,118
2338,143
2339,2
2340,27
2341,2
2342,0
2343,3
2344,137
2345,0
2346,2
2347,184
2348,2
2349,3
2350,71
2351,151
2352,163
2353,1
2354,3
2355,6
2356,253
2357,4
2358,132
2359,48
2360,0
2361,2
2362,258
2363,3
2364,3
2365,18
2366,5
2367,194
2368,9
2369,0
2370,0
2371,13
2372,8
2373,5
2374,1
2375,1
2376,0
2377,46
2378,7
2379,15
2380,58
2381,298
2382,2
2383,0
2384,4
2385,202
2386,0
2387,7
2388,25
2389,9
2390,20
2391,84
2392,148
2393,196
2394,5
2395,7
2396,11
2397,32
2398,1
2399,15
2400,0
2401,5
2402,0
2403,21
2404,5
2405,13
2406,4
2407,0
2408,0
2409,221
2410,1
2411,2
2412,1
2413,3
2414,10
2415,0
2416,0
2417,0
2418,261
2419,3
2420,0
2421,42
2422,0
2423,0
2424,5
2425,1
2426,1
2427,9
2428,61
2429,5
2430,0
2431,1
2432,1
2433,8
2434,0
2435,61
2436,75
2437,1
2438,209
2439,1
2440,42
2441,10
2442,0
2443,10
2444,29
2445,44
2446,83
2447,48
2448,2
2449,186
2450,27
2451,3
2452,0
2453,0
2454,2
2455,68
2456,140
2457,248
2458,50
2459,0
2460,289
2461,2
2462,3
2463,35
2464,167
2465,15
2466,12
2467,4
2468,22
2469,3
2470,12
2471,230
2472,0
2473,7
2474,106
2475,0
2476,0
2477,145
2478,20
2479,12
2480,29
2481,0
2482,11
2483,38
2484,82
2485,138
2486,12
2487,19
2488,6
2489,85
2490,4
2491,0
2492,2
2493,24
2494,53
2495,60
2496,2
2497,35
2498,1
2499,0
2500,0
2501,6
2502,2
2503,16
2504,65
2505,12
2506,73
2507,8
2508,12
2509,41
2510,2
2511,5
2512,38
2513,19
2514,6
2515,256
2516,8
2517,1
2518,219
2519,0
2520,241
2521,21
2522,1
2523,37
2524,90
2525,0
2526,282
2527,3
2528,126
2529,1
2530,59
2531,140
2532,16
2533,0
2534,144
2535,10
2536,2
2537,22
2538,77
2539,43
2540,115
2541,262
2542,4
2543,14
2544,16
2545,4
2546,2
2547,24
2548,46
2549,0
2550,61
2551,8
2552,126
2553,14
2554,30
2555,38
2556,0
2557,0
2558,61
2559,0
2560,6
2561,5
2562,149
2563,279
2564,52
2565,189
2566,3
2567,2
2568,264
2569,11
2570,230
2571,14
2572,74
2573,3
2574,0
2575,12
2576,1
2577,18
2578,6
2579,91
2580,197
2581,0
2582,47
2583,0
2584,1
2585,1
2586,58
2587,8
2588,99
2589,32
2590,2
2591,70
2592,138
2593,0
2594,1
2595,166
2596,0
2597,17
2598,203
2599,69
2600,1
2601,21
2602,0
2603,12
2604,12
2605,19
2606,0
2607,0
2608,17
2609,26
2610,98
2611,0
2612,1
2613,114
2614,7
2615,12
2616,3
2617,38
2618,18
2619,39
2620,10
2621,6
2622,1
2623,22
2624,3
2625,1
2626,0
2627,259
2628,3
2629,70
2630,61
2631,5
2632,12
2633,0
2634,0
2635,2
2636,54
2637,21
2638,33
2639,91
2640,8
2641,51
2642,10
2643,27
2644,10
2645,0
2646,5
2647,23
2648,0
2649,1
2650,1
2651,7
2652,106
2653,0
2654,18
2655,0
2656,11
2657,25
2658,5
2659,0
2660,118
2661,24
2662,23
2663,2
2664,0
2665,231
2666,6
2667,181
2668,3
2669,181
2670,51
2671,42
2672,4
2673,78
2674,0
2675,0
2676,82
2677,1
2678,46
2679,0
2680,25
2681,7
2682,4
2683,0
2684,10
2685,8
2686,3
2687,2
2688,26
2689,52
2690,9
2691,182
2692,1
2693,5
2694,5
2695,293
2696,0
2697,40
2698,25
2699,0
2700,0
2701,8
2702,8
2703,108
2704,8
2705,0
2706,18
2707,17
2708,11
2709,66
2710,94
2711,0
2712,1
2713,4
2714,0
2715,6
2716,2
2717,0
2718,21
2719,128
2720,14
2721,89
2722,9
2723,1
2724,111
2725,0
2726,14
2727,9
2728,64
2729,86
2730,81
2731,115
2732,3
2733,69
2734,0
2735,9
2736,0
2737,1
2738,162
2739,0
2740,9
2741,0
2742,47
2743,0
2744,156
2745,40
2746,2
2747,0
2748,0
2749,1
2750,34
2751,177
2752,0
2753,241
2754,9
2755,16
2756,13
2757,117
2758,0
2759,1
2760,65
2761,54
2762,2
2763,17
2764,12
2765,46
2766,48
2767,0
2768,52
2769,4
2770,3
2771,14
2772,0
2773,40
2774,1
2775,13
2776,63
2777,2
2778,157
2779,0
2780,8
2781,127
2782,1
2783,0
2784,116
2785,47
2786,150
2787,3
2788,19
2789,17
2790,4
2791,17
2792,0
2793,3
2794,0
2795,31
2796,31
2797,10
2798,210
2799,1
2800,0
2801,0
2802,0
2803,0
2804,23
2805,12
2806,13
2807,0
2808,0
2809,137
2810,3
2811,0
2812,27
2813,0
2814,25
2815,164
2816,91
2817,124
2818,2
2819,3
2820,3
2821,10
2822,256
2823,254
2824,138
2825,27
2826,35
2827,85
2828,258
2829,41
2830,251
2831,78
2832,0
2833,1
2834,1
2835,0
2836,39
2837,0
2838,3
2839,18
2840,1
2841,0
2842,9
2843,200
2844,235
2845,30
2846,101
2847,88
2848,0
2849,1
2850,161
2851,0
2852,17
2853,1
2854,55
2855,130
2856,9
2857,10
2858,1
2859,15
2860,1
2861,69
2862,3
2863,54
2864,11
2865,4
2866,7
2867,0
2868,90
2869,2
2870,34
2871,1
2872,267
2873,18
2874,61
2875,14
2876,0
2877,0
2878,16
2879,11
2880,6
2881,3
2882,43
2883,4
2884,0
2885,6
2886,21
2887,155
2888,3
2889,4
2890,0
2891,1
2892,0
2893,0
2894,10
2895,33
2896,0
2897,2
2898,10
2899,251
2900,262
2901,2
2902,3
2903,0
2904,0
2905,65
2906,5
2907,36
2908,270
2909,153
2910,0
2911,149
2912,11
2913,0
2914,1
2915,0
2916,212
2917,8
2918,88
2919,0
2920,158
2921,110
2922,0
2923,0
2924,130
2925,16
2926,69
2927,0
2928,191
2929,11
2930,66
2931,1
2932,13
2933,286
2934,265
2935,194
2936,56
2937,0
2938,26
2939,2
2940,6
2941,20
2942,14
2943,6
2944,9
2945,1
2946,51
2947,15
2948,2
2949,12
2950,7
2951,96
2952,0
2953,269
2954,1
2955,0
2956,0
2957,0
2958,18
2959,8
2960,114
2961,200
2962,14
2963,0
2964,0
2965,12
2966,3
2967,19
2968,2
2969,2
2970,30
2971,56
2972,277
2973,19
2974,107
2975,8
2976,276
2977,2
2978,2
2979,1
2980,138
2981,4
2982,85
2983,1
2984,5
2985,1
2986,259
2987,2
2988,1
2989,5
2990,2
2991,9
2992,1
2993,67
2994,18
2995,9
2996,2
2997,151
