id,topic
423,32
424,36
425,267
426,36
427,31
428,1
429,101
430,22
431,0
432,1
433,303
434,22
435,21
436,226
437,1
438,35
439,350
440,1
441,7
442,0
443,156
444,142
445,33
446,9
447,0
448,128
449,48
450,420
451,2
452,389
453,93
454,553
455,4
456,331
457,3
458,9
459,17
460,13
461,8
462,3
463,3
464,32
465,0
466,280
467,2
468,0
469,1
470,3
471,2
472,5
473,395
474,12
475,401
476,0
477,20
478,13
479,2
480,11
481,0
482,383
483,444
484,8
485,8
486,10
487,33
488,2
489,33
490,0
491,205
492,314
493,0
494,0
495,0
496,10
497,274
498,424
499,43
500,0
501,3
502,22
503,1
504,18
505,7
506,273
507,1
508,38
509,0
510,35
511,501
512,399
513,145
514,20
515,588
516,0
517,2
518,546
519,42
520,539
521,214
522,14
523,590
524,9
525,119
526,3
527,39
528,5
529,102
530,0
531,31
532,30
533,532
534,279
535,1
536,32
537,1
538,0
539,366
540,19
541,1
542,6
543,304
544,2
545,9
546,9
547,0
548,6
549,504
550,437
551,16
552,0
553,29
554,0
555,12
556,73
557,2
558,1
559,1
560,161
561,0
562,0
563,3
564,46
565,12
566,9
567,0
568,1
569,404
570,11
571,0
572,7
573,0
574,0
575,6
576,1
577,451
578,208
579,45
580,34
581,10
582,571
583,479
584,14
585,219
586,2
587,0
588,5
589,0
590,1
591,5
592,3
593,53
594,21
595,4
596,0
597,19
598,524
599,1
600,0
601,3
602,2
603,335
604,68
605,0
606,5
607,53
608,119
609,1
610,134
611,0
612,135
613,168
614,101
615,348
616,413
617,81
618,0
619,2
620,4
621,1
622,77
623,47
624,38
625,132
626,238
627,4
628,197
629,0
630,10
631,1
632,104
633,479
634,593
635,295
636,232
637,440
638,13
639,65
640,96
641,282
642,1
643,5
644,1
645,137
646,188
647,524
648,1
649,23
650,0
651,506
652,13
653,90
654,79
655,2
656,12
657,123
658,9
659,0
660,1
661,20
662,122
663,11
664,17
665,5
666,1
667,33
668,65
669,22
670,5
671,2
672,0
673,85
674,19
675,125
676,0
677,2
678,146
679,3
680,0
681,404
682,365
683,1
684,0
685,336
686,7
687,3
688,0
689,0
690,9
691,6
692,0
693,362
694,2
695,101
696,439
697,0
698,107
699,21
700,3
701,47
702,152
703,14
704,3
705,4
706,422
707,32
708,80
709,1
710,1
711,30
712,8
713,0
714,0
715,0
716,0
717,0
718,0
719,440
720,1
721,1
722,0
723,335
724,0
725,308
726,3
727,7
728,193
729,71
730,1
731,5
732,23
733,2
734,15
735,519
736,29
737,0
738,6
739,10
740,0
741,31
742,207
743,3
744,10
745,15
746,0
747,17
748,120
749,41
750,3
751,3
752,1
753,0
754,126
755,496
756,10
757,0
758,2
759,11
760,0
761,5
762,15
763,8
764,26
765,45
766,0
767,82
768,35
769,237
770,0
771,5
772,296
773,267
774,0
775,42
776,80
777,453
778,0
779,45
780,53
781,181
782,9
783,35
784,15
785,106
786,88
787,105
788,9
789,275
790,3
791,29
792,17
793,367
794,0
795,7
796,398
797,42
798,0
799,581
800,93
801,2
802,121
803,75
804,144
805,2
806,2
807,0
808,0
809,9
810,0
811,23
812,23
813,125
814,165
815,0
816,2
817,19
818,10
819,7
820,17
821,170
822,0
823,3
824,2
825,138
826,27
827,162
828,156
829,11
830,219
831,15
832,11
833,11
834,2
835,21
836,5
837,113
838,1
839,0
840,294
841,1
842,3
843,23
844,288
845,0
846,18
847,8
848,0
849,0
850,438
851,4
852,6
853,2
854,7
855,543
856,0
857,182
858,49
859,51
860,17
861,6
862,0
863,3
864,0
865,4
866,46
867,39
868,150
869,1
870,77
871,181
872,70
873,15
874,1
875,6
876,8
877,0
878,569
879,208
880,12
881,16
882,0
883,43
884,7
885,3
886,32
887,567
888,0
889,44
890,18
891,1
892,7
893,31
894,0
895,595
896,28
897,123
898,264
899,175
900,63
901,43
902,2
903,2
904,1
905,99
906,0
907,3
908,49
909,1
910,0
911,199
912,37
913,55
914,1
915,322
916,0
917,9
918,128
919,305
920,19
921,3
922,119
923,9
924,0
925,1
926,1
927,0
928,0
929,205
930,6
931,86
932,131
933,255
934,296
935,377
936,0
937,2
938,121
939,137
940,8
941,1
942,491
943,0
944,6
945,53
946,69
947,2
948,245
949,154
950,28
951,250
952,437
953,336
954,248
955,140
956,27
957,3
958,11
959,89
960,21
961,138
962,288
963,3
964,46
965,40
966,4
967,238
968,65
969,239
970,454
971,175
972,243
973,6
974,194
975,2
976,71
977,3
978,8
979,2
980,1
981,0
982,85
983,95
984,3
985,3
986,15
987,101
988,134
989,25
990,104
991,1
992,0
993,8
994,0
995,53
996,1
997,79
998,371
999,184
1000,5
1001,516
1002,0
1003,221
1004,0
1005,5
1006,45
1007,131
1008,2
1009,46
1010,71
1011,39
1012,13
1013,181
1014,1
1015,43
1016,320
1017,65
1018,0
1019,3
1020,2
1021,337
1022,18
1023,21
1024,396
1025,1
1026,3
1027,303
1028,223
1029,1
1030,1
1031,71
1032,16
1033,32
1034,103
1035,2
1036,64
1037,1
1038,18
1039,4
1040,24
1041,37
1042,33
1043,106
1044,2
1045,25
1046,25
1047,3
1048,123
1049,65
1050,126
1051,4
1052,0
1053,100
1054,2
1055,156
1056,12
1057,479
1058,10
1059,7
1060,84
1061,3
1062,4
1063,104
1064,55
1065,5
1066,557
1067,0
1068,111
1069,0
1070,116
1071,4
1072,1
1073,106
1074,8
1075,42
1076,1
1077,104
1078,1
1079,3
1080,1
1081,92
1082,110
1083,9
1084,1
1085,87
1086,307
1087,3
1088,0
1089,300
1090,10
1091,4
1092,146
1093,268
1094,2
1095,534
1096,203
1097,1
1098,64
1099,45
1100,28
1101,2
1102,1
1103,90
1104,465
1105,444
1106,72
1107,1
1108,0
1109,165
1110,13
1111,34
1112,90
1113,1
1114,1
1115,2
1116,354
1117,1
1118,504
1119,0
1120,200
1121,202
1122,44
1123,108
1124,74
1125,21
1126,9
1127,0
1128,9
1129,2
1130,6
1131,401
1132,0
1133,52
1134,140
1135,5
1136,0
1137,3
1138,33
1139,212
1140,35
1141,195
1142,1
1143,234
1144,0
1145,4
1146,0
1147,143
1148,555
1149,269
1150,7
1151,485
1152,48
1153,542
1154,28
1155,0
1156,2
1157,2
1158,1
1159,80
1160,4
1161,462
1162,6
1163,56
1164,0
1165,138
1166,153
1167,52
1168,114
1169,30
1170,74
1171,1
1172,215
1173,2
1174,18
1175,6
1176,0
1177,189
1178,0
1179,1
1180,121
1181,428
1182,1
1183,42
1184,1
1185,250
1186,1
1187,515
1188,409
1189,92
1190,2
1191,17
1192,97
1193,81
1194,22
1195,15
1196,32
1197,1
1198,317
1199,289
1200,6
1201,59
1202,113
1203,67
1204,225
1205,156
1206,16
1207,90
1208,97
1209,5
1210,0
1211,69
1212,0
1213,21
1214,48
1215,38
1216,15
1217,32
1218,1
1219,292
1220,24
1221,0
1222,110
1223,23
1224,55
1225,3
1226,32
1227,21
1228,23
1229,0
1230,52
1231,71
1232,222
1233,18
1234,62
1235,14
1236,7
1237,190
1238,19
1239,109
1240,262
1241,70
1242,429
1243,0
1244,564
1245,1
1246,153
1247,142
1248,28
1249,99
1250,3
1251,20
1252,1
1253,14
1254,171
1255,8
1256,0
1257,3
1258,90
1259,298
1260,2
1261,9
1262,7
1263,0
1264,1
1265,0
1266,467
1267,9
1268,106
1269,7
1270,46
1271,7
1272,11
1273,446
1274,0
1275,240
1276,11
1277,9
1278,24
1279,53
1280,134
1281,5
1282,527
1283,280
1284,12
1285,14
1286,0
1287,0
1288,7
1289,0
1290,46
1291,3
1292,124
1293,18
1294,0
1295,52
1296,12
1297,0
1298,315
1299,228
1300,143
1301,2
1302,23
1303,537
1304,443
1305,0
1306,18
1307,0
1308,0
1309,197
1310,439
1311,0
1312,22
1313,1
1314,63
1315,2
1316,14
1317,23
1318,0
1319,1
1320,182
1321,2
1322,444
1323,0
1324,6
1325,210
1326,56
1327,263
1328,50
1329,16
1330,142
1331,2
1332,599
1333,0
1334,37
1335,121
1336,0
1337,232
1338,19
1339,562
1340,2
1341,2
1342,5
1343,0
1344,47
1345,42
1346,440
1347,87
1348,92
1349,1
1350,5
1351,249
1352,39
1353,67
1354,2
1355,229
1356,7
1357,4
1358,8
1359,61
1360,75
1361,41
1362,470
1363,93
1364,2
1365,5
1366,3
1367,0
1368,265
1369,35
1370,47
1371,1
1372,2
1373,2
1374,0
1375,0
1376,1
1377,2
1378,8
1379,30
1380,68
1381,232
1382,132
1383,13
1384,531
1385,9
1386,38
1387,0
1388,482
1389,239
1390,16
1391,2
1392,182
1393,10
1394,75
1395,1
1396,3
1397,12
1398,561
1399,182
1400,90
1401,156
1402,355
1403,18
1404,0
1405,2
1406,5
1407,97
1408,7
1409,2
1410,205
1411,2
1412,26
1413,0
1414,6
1415,2
1416,64
1417,33
1418,97
1419,555
1420,167
1421,42
1422,7
1423,2
1424,0
1425,5
1426,0
1427,64
1428,7
1429,32
1430,5
1431,166
1432,144
1433,450
1434,419
1435,91
1436,10
1437,37
1438,104
1439,60
1440,0
1441,1
1442,148
1443,20
1444,6
1445,48
1446,1
1447,88
1448,5
1449,215
1450,0
1451,371
1452,196
1453,180
1454,0
1455,50
1456,494
1457,3
1458,169
1459,71
1460,485
1461,108
1462,0
1463,45
1464,21
1465,109
1466,1
1467,15
1468,497
1469,344
1470,137
1471,285
1472,3
1473,570
1474,0
1475,276
1476,1
1477,0
1478,95
1479,8
1480,1
1481,24
1482,5
1483,126
1484,3
1485,20
1486,0
1487,28
1488,67
1489,150
1490,345
1491,0
1492,0
1493,371
1494,507
1495,1
1496,35
1497,0
1498,97
1499,3
1500,331
1501,3
1502,14
1503,100
1504,6
1505,17
1506,35
1507,1
1508,1
1509,0
1510,159
1511,2
1512,35
1513,3
1514,46
1515,10
1516,3
1517,5
1518,0
1519,0
1520,3
1521,13
1522,0
1523,41
1524,156
1525,127
1526,377
1527,0
1528,5
1529,12
1530,10
1531,0
1532,53
1533,1
1534,154
1535,148
1536,1
1537,4
1538,229
1539,17
1540,19
1541,7
1542,466
1543,273
1544,4
1545,1
1546,12
1547,6
1548,114
1549,5
1550,11
1551,243
1552,184
1553,3
1554,27
1555,146
1556,4
1557,66
1558,5
1559,14
1560,14
1561,0
1562,2
1563,21
1564,0
1565,5
1566,242
1567,0
1568,18
1569,79
1570,0
1571,13
1572,285
1573,11
1574,1
1575,19
1576,0
1577,106
1578,0
1579,157
1580,90
1581,4
1582,0
1583,252
1584,4
1585,164
1586,1
1587,19
1588,62
1589,0
1590,0
1591,1
1592,22
1593,55
1594,456
1595,291
1596,429
1597,0
1598,1
1599,5
1600,28
1601,1
1602,80
1603,478
1604,230
1605,0
1606,0
1607,3
1608,530
1609,246
1610,101
1611,28
1612,16
1613,12
1614,52
1615,48
1616,4
1617,72
1618,0
1619,5
1620,15
1621,71
1622,51
1623,2
1624,31
1625,0
1626,7
1627,3
1628,10
1629,4
1630,0
1631,8
1632,4
1633,39
1634,98
1635,391
1636,22
1637,167
1638,199
1639,1
1640,0
1641,0
1642,129
1643,209
1644,28
1645,13
1646,396
1647,15
1648,521
1649,1
1650,50
1651,370
1652,7
1653,0
1654,23
1655,60
1656,0
1657,100
1658,0
1659,1
1660,0
1661,252
1662,2
1663,18
1664,23
1665,577
1666,59
1667,128
1668,1
1669,17
1670,35
1671,132
1672,29
1673,115
1674,348
1675,106
1676,18
1677,23
1678,182
1679,4
1680,134
1681,125
1682,0
1683,3
1684,30
1685,34
1686,4
1687,30
1688,0
1689,37
1690,2
1691,19
1692,5
1693,74
1694,1
1695,81
1696,54
1697,237
1698,96
1699,0
1700,396
1701,314
1702,2
1703,5
1704,74
1705,1
1706,535
1707,42
1708,3
1709,352
1710,0
1711,198
1712,102
1713,0
1714,101
1715,2
1716,19
1717,35
1718,39
1719,18
1720,54
1721,0
1722,28
1723,14
1724,1
1725,49
1726,216
1727,1
1728,67
1729,85
1730,5
1731,1
1732,478
1733,6
1734,0
1735,2
1736,36
1737,0
1738,6
1739,33
1740,126
1741,484
1742,249
1743,1
1744,5
1745,1
1746,399
1747,5
1748,4
1749,63
1750,21
1751,31
1752,55
1753,38
1754,0
1755,3
1756,310
1757,2
1758,194
1759,15
1760,0
1761,12
1762,1
1763,598
1764,3
1765,202
1766,243
1767,257
1768,2
1769,0
1770,222
1771,1
1772,4
1773,51
1774,40
1775,298
1776,559
1777,0
1778,118
1779,0
1780,107
1781,132
1782,475
1783,5
1784,115
1785,25
1786,181
1787,46
1788,3
1789,41
1790,18
1791,12
1792,0
1793,0
1794,20
1795,0
1796,10
1797,31
1798,83
1799,342
1800,6
1801,166
1802,66
1803,523
1804,164
1805,4
1806,227
1807,4
1808,100
1809,212
1810,102
1811,1
1812,39
1813,100
1814,4
1815,264
1816,219
1817,125
1818,17
1819,90
1820,27
1821,10
1822,6
1823,44
1824,3
1825,4
1826,0
1827,7
1828,22
1829,2
1830,413
1831,358
1832,515
1833,25
1834,8
1835,19
1836,49
1837,5
1838,52
1839,0
1840,0
1841,7
1842,50
1843,0
1844,57
1845,102
1846,42
1847,71
1848,3
1849,0
1850,32
1851,100
1852,140
1853,34
1854,575
1855,143
1856,165
1857,10
1858,237
1859,0
1860,0
1861,128
1862,66
1863,0
1864,349
1865,2
1866,85
1867,37
1868,1
1869,74
1870,4
1871,21
1872,177
1873,80
1874,173
1875,4
1876,2
1877,0
1878,24
1879,7
1880,42
1881,28
1882,24
1883,25
1884,159
1885,365
1886,0
1887,2
1888,5
1889,59
1890,2
1891,1
1892,417
1893,10
1894,0
1895,22
1896,310
1897,4
1898,211
1899,15
1900,97
1901,3
1902,0
1903,4
1904,25
1905,5
1906,5
1907,323
1908,13
1909,6
1910,101
1911,211
1912,235
1913,193
1914,0
1915,3
1916,1
1917,10
1918,0
1919,10
1920,45
1921,0
1922,3
1923,29
1924,48
1925,27
1926,2
1927,13
1928,66
1929,0
1930,5
1931,34
1932,11
1933,91
1934,1
1935,4
1936,1
1937,7
1938,1
1939,15
1940,82
1941,41
1942,0
1943,22
1944,31
1945,259
1946,61
1947,14
1948,132
1949,8
1950,5
1951,5
1952,42
1953,0
1954,13
1955,520
1956,86
1957,103
1958,16
1959,10
1960,22
1961,3
1962,5
1963,75
1964,22
1965,0
1966,111
1967,21
1968,1
1969,0
1970,0
1971,58
1972,0
1973,50
1974,29
1975,0
1976,6
1977,6
1978,96
1979,7
1980,12
1981,122
1982,99
1983,21
1984,0
1985,0
1986,105
1987,174
1988,22
1989,71
1990,2
1991,14
1992,139
1993,137
1994,64
1995,30
1996,15
1997,14
1998,2
1999,264
2000,0
2001,13
2002,56
2003,22
2004,0
2005,599
2006,4
2007,108
2008,11
2009,210
2010,16
2011,0
2012,237
2013,0
2014,0
2015,0
2016,23
2017,149
2018,8
2019,78
2020,565
2021,8
2022,171
2023,120
2024,32
2025,50
2026,6
2027,24
2028,139
2029,39
2030,4
2031,100
2032,1
2033,31
2034,20
2035,8
2036,30
2037,4
2038,2
2039,78
2040,83
2041,3
2042,154
2043,15
2044,31
2045,84
2046,77
2047,558
2048,172
2049,125
2050,45
2051,2
2052,1
2053,69
2054,113
2055,348
2056,108
2057,25
2058,183
2059,19
2060,3
2061,157
2062,78
2063,27
2064,58
2065,447
2066,35
2067,127
2068,13
2069,13
2070,391
2071,147
2072,453
2073,169
2074,2
2075,128
2076,12
2077,75
2078,100
2079,512
2080,1
2081,13
2082,3
2083,2
2084,1
2085,12
2086,194
2087,26
2088,0
2089,129
2090,28
2091,12
2092,6
2093,3
2094,38
2095,369
2096,0
2097,0
2098,172
2099,133
2100,0
2101,3
2102,71
2103,18
2104,122
2105,459
2106,1
2107,0
2108,91
2109,150
2110,135
2111,0
2112,87
2113,2
2114,3
2115,12
2116,1
2117,75
2118,13
2119,24
2120,13
2121,4
2122,463
2123,241
2124,22
2125,9
2126,1
2127,0
2128,149
2129,0
2130,393
2131,11
2132,255
2133,6
2134,2
2135,5
2136,1
2137,11
2138,189
2139,2
2140,25
2141,1
2142,98
2143,1
2144,357
2145,214
2146,31
2147,38
2148,194
2149,1
2150,8
2151,7
2152,596
2153,40
2154,42
2155,13
2156,0
2157,3
2158,101
2159,0
2160,7
2161,198
2162,532
2163,2
2164,1
2165,1
2166,3
2167,2
2168,2
2169,91
2170,14
2171,136
2172,0
2173,65
2174,1
2175,10
2176,0
2177,0
2178,0
2179,44
2180,0
2181,11
2182,1
2183,0
2184,285
2185,519
2186,169
2187,0
2188,4
2189,41
2190,25
2191,2
2192,10
2193,0
2194,474
2195,3
2196,81
2197,2
2198,166
2199,68
2200,273
2201,13
2202,3
2203,41
2204,8
2205,53
2206,90
2207,6
2208,28
2209,7
2210,70
2211,5
2212,0
2213,71
2214,1
2215,591
2216,2
2217,0
2218,31
2219,9
2220,2
2221,499
2222,3
2223,63
2224,2
2225,4
2226,1
2227,66
2228,212
2229,12
2230,64
2231,431
2232,28
2233,16
2234,72
2235,22
2236,7
2237,3
2238,1
2239,4
2240,177
2241,95
2242,12
2243,71
2244,0
2245,3
2246,262
2247,53
2248,0
2249,0
2250,10
2251,251
2252,0
2253,271
2254,13
2255,33
2256,165
2257,13
2258,4
2259,0
2260,1
2261,36
2262,1
2263,4
2264,0
2265,2
2266,4
2267,43
2268,18
2269,2
2270,271
2271,55
2272,546
2273,96
2274,6
2275,73
2276,0
2277,7
2278,47
2279,48
2280,34
2281,224
2282,152
2283,1
2284,154
2285,237
2286,27
2287,20
2288,196
2289,320
2290,1
2291,6
2292,9
2293,438
2294,8
2295,5
2296,3
2297,38
2298,79
2299,1
2300,15
2301,59
2302,59
2303,91
2304,3
2305,17
2306,28
2307,395
2308,6
2309,0
2310,39
2311,6
2312,1
2313,60
2314,3
2315,15
2316,2
2317,17
2318,21
2319,3
2320,0
2321,55
2322,281
2323,12
2324,0
2325,0
2326,6
2327,57
2328,74
2329,81
2330,133
2331,1
2332,2
2333,30
2334,0
2335,2
2336,20
2337,1
2338,1
2339,575
2340,6
2341,64
2342,571
2343,1
2344,43
2345,469
2346,4
2347,53
2348,2
2349,48
2350,74
2351,13
2352,117
2353,6
2354,138
2355,2
2356,36
2357,1
2358,15
2359,23
2360,0
2361,86
2362,65
2363,5
2364,25
2365,43
2366,4
2367,188
2368,19
2369,102
2370,192
2371,0
2372,18
2373,415
2374,265
2375,37
2376,6
2377,15
2378,170
2379,31
2380,2
2381,0
2382,5
2383,53
2384,325
2385,97
2386,303
2387,455
2388,10
2389,52
2390,178
2391,0
2392,23
2393,543
2394,586
2395,11
2396,55
2397,2
2398,6
2399,1
2400,18
2401,15
2402,2
2403,90
2404,217
2405,175
2406,11
2407,197
2408,44
2409,2
2410,12
2411,0
2412,14
2413,1
2414,105
2415,5
2416,3
2417,75
2418,345
2419,431
2420,3
2421,6
2422,29
2423,281
2424,0
2425,2
2426,68
2427,96
2428,417
2429,2
2430,2
2431,193
2432,304
2433,127
2434,71
2435,1
2436,6
2437,68
2438,37
2439,1
2440,44
2441,0
2442,2
2443,1
2444,1
2445,599
2446,5
2447,17
2448,191
2449,16
2450,74
2451,547
2452,4
2453,2
2454,533
2455,12
2456,3
2457,42
2458,1
2459,38
2460,1
2461,1
2462,31
2463,13
2464,127
2465,422
2466,22
2467,0
2468,0
2469,144
2470,1
2471,19
2472,315
2473,0
2474,442
2475,1
2476,17
2477,0
2478,0
2479,5
2480,169
2481,37
2482,5
2483,8
2484,4
2485,0
2486,99
2487,158
2488,22
2489,0
2490,404
2491,114
2492,40
2493,3
2494,65
2495,2
2496,102
2497,82
2498,2
2499,40
2500,0
2501,1
2502,59
2503,0
2504,18
2505,51
2506,0
2507,18
2508,78
2509,532
2510,59
2511,3
2512,26
2513,0
2514,6
2515,428
2516,2
2517,243
2518,197
2519,50
2520,122
2521,56
2522,118
2523,34
2524,96
2525,2
2526,273
2527,547
2528,0
2529,307
2530,80
2531,49
2532,15
2533,0
2534,367
2535,188
2536,0
2537,92
2538,10
2539,2
2540,47
2541,533
2542,587
2543,3
2544,7
2545,29
2546,3
2547,7
2548,303
2549,1
2550,22
2551,2
2552,8
2553,95
2554,8
2555,35
2556,7
2557,0
2558,18
2559,21
2560,2
2561,257
2562,0
2563,31
2564,29
2565,96
2566,0
2567,33
2568,87
2569,0
2570,12
2571,0
2572,54
2573,3
2574,324
2575,3
2576,0
2577,0
2578,1
2579,23
2580,20
2581,8
2582,3
2583,5
2584,330
2585,3
2586,475
2587,505
2588,37
2589,69
2590,0
2591,41
2592,1
2593,0
2594,37
2595,12
2596,0
2597,26
2598,0
2599,1
2600,4
2601,571
2602,2
2603,393
2604,5
2605,6
2606,329
2607,1
2608,0
2609,2
2610,28
2611,33
2612,13
2613,4
2614,522
2615,15
2616,7
2617,1
2618,6
2619,3
2620,282
2621,3
2622,3
2623,218
2624,229
2625,0
2626,168
2627,37
2628,2
2629,9
2630,63
2631,444
2632,1
2633,101
2634,12
2635,12
2636,0
2637,177
2638,82
2639,6
2640,23
2641,225
2642,553
2643,120
2644,16
2645,1
2646,1
2647,65
2648,105
2649,51
2650,172
2651,0
2652,50
2653,10
2654,24
2655,50
2656,9
2657,301
2658,15
2659,1
2660,0
2661,2
2662,11
2663,0
2664,152
2665,294
2666,533
2667,501
2668,28
2669,234
2670,1
2671,0
2672,448
2673,84
2674,11
2675,1
2676,3
2677,10
2678,2
2679,117
2680,0
2681,77
2682,0
2683,9
2684,14
2685,452
2686,5
2687,136
2688,35
2689,349
2690,453
2691,491
2692,6
2693,333
2694,0
2695,0
2696,51
2697,1
2698,437
2699,14
2700,110
2701,32
2702,513
2703,0
2704,0
2705,9
2706,47
2707,12
2708,9
2709,355
2710,4
2711,0
2712,13
2713,1
2714,2
2715,0
2716,371
2717,11
2718,0
2719,0
2720,0
2721,0
2722,0
2723,6
2724,2
2725,417
2726,56
2727,193
2728,11
2729,45
2730,533
2731,1
2732,21
2733,78
2734,20
2735,12
2736,19
2737,4
2738,177
2739,60
2740,32
2741,220
2742,1
2743,66
2744,21
2745,13
2746,23
2747,2
2748,0
2749,1
2750,113
2751,71
2752,0
2753,279
2754,45
2755,12
2756,4
2757,307
2758,1
2759,9
2760,8
2761,314
2762,0
2763,13
2764,172
2765,4
2766,44
2767,0
2768,182
2769,0
2770,393
2771,103
2772,9
2773,351
2774,0
2775,3
2776,0
2777,377
2778,10
2779,0
2780,13
2781,520
2782,98
2783,0
2784,14
2785,144
2786,169
2787,0
2788,5
2789,41
2790,7
2791,204
2792,2
2793,562
2794,296
2795,3
2796,0
2797,11
2798,25
2799,1
2800,400
2801,451
2802,13
2803,2
2804,2
2805,154
2806,28
2807,0
2808,178
2809,10
2810,560
2811,252
2812,1
2813,61
2814,3
2815,0
2816,265
2817,35
2818,446
2819,20
2820,0
2821,2
2822,1
2823,128
2824,349
2825,503
2826,2
2827,8
2828,13
2829,5
2830,1
2831,0
2832,0
2833,3
2834,281
2835,39
2836,15
2837,0
2838,400
2839,547
2840,93
2841,0
2842,20
2843,412
2844,6
2845,0
2846,7
2847,291
2848,2
2849,37
2850,98
2851,326
2852,2
2853,46
2854,0
2855,6
2856,33
2857,41
2858,12
2859,98
2860,70
2861,9
2862,6
2863,33
2864,32
2865,0
2866,1
2867,86
2868,105
2869,126
2870,0
2871,2
2872,22
2873,81
2874,80
2875,1
2876,24
2877,11
2878,0
2879,6
2880,57
2881,29
2882,131
2883,97
2884,510
2885,12
2886,12
2887,3
2888,32
2889,5
2890,408
2891,9
2892,0
2893,4
2894,18
2895,3
2896,6
2897,90
2898,11
2899,98
2900,120
2901,16
2902,152
2903,4
2904,152
2905,23
2906,373
2907,69
2908,0
2909,412
2910,44
2911,292
2912,24
2913,12
2914,4
2915,160
2916,159
2917,0
2918,192
2919,0
2920,1
2921,435
2922,265
2923,5
2924,16
2925,50
2926,11
2927,72
2928,98
2929,163
2930,210
2931,457
2932,114
2933,4
2934,1
2935,3
2936,17
2937,1
2938,7
2939,18
2940,0
2941,7
2942,51
2943,2
2944,5
2945,0
2946,148
2947,36
2948,4
2949,5
2950,62
2951,359
2952,588
2953,1
2954,15
2955,60
2956,167
2957,435
2958,19
2959,97
2960,53
2961,2
2962,87
2963,20
2964,2
2965,57
2966,0
2967,146
2968,66
2969,4
2970,0
2971,0
2972,5
2973,0
2974,452
2975,4
2976,1
2977,8
2978,0
2979,77
2980,0
2981,272
2982,11
2983,0
2984,15
2985,3
2986,234
2987,67
2988,0
2989,409
2990,83
2991,0
2992,312
2993,91
2994,0
2995,1
2996,159
2997,1
